month,bnf_name,bnf_code,total_items,total_cost
2012-07-01 00:00:00+00:00,Vyvanse_Cap 70mg,0404000U0BBAFAF,1,192.74
2012-10-01 00:00:00+00:00,Vyvanse_Cap 40mg,0404000U0BBACAC,1,114.73
2012-11-01 00:00:00+00:00,Vyvanse_Cap 40mg,0404000U0BBACAC,1,1172.46
2012-11-01 00:00:00+00:00,Vyvanse_Cap 70mg,0404000U0BBAFAF,1,203.06
2012-12-01 00:00:00+00:00,Vyvanse_Cap 70mg,0404000U0BBAFAF,1,200.2
2013-02-01 00:00:00+00:00,Vyvanse_Cap 40mg,0404000U0BBACAC,1,537.37
2013-02-01 00:00:00+00:00,Vyvanse_Cap 70mg,0404000U0BBAFAF,1,337.25
2013-03-01 00:00:00+00:00,Vyvanse_Cap 70mg,0404000U0BBAFAF,1,121.29
2013-03-01 00:00:00+00:00,Elvanse_Cap 30mg,0404000U0BCAAAB,9,563.78
2013-03-01 00:00:00+00:00,Elvanse_Cap 50mg,0404000U0BCACAD,1,63.43
2013-04-01 00:00:00+00:00,Elvanse_Cap 70mg,0404000U0BCABAF,2,159.16000000000003
2013-04-01 00:00:00+00:00,Elvanse_Cap 50mg,0404000U0BCACAD,2,135.82999999999998
2013-04-01 00:00:00+00:00,Lisdexamfetamine_Cap 70mg,0404000U0AAAFAF,3,427.9
2013-05-01 00:00:00+00:00,Elvanse_Cap 70mg,0404000U0BCABAF,10,937.54
2013-05-01 00:00:00+00:00,Lisdexamfetamine_Cap 50mg,0404000U0AAADAD,6,332.48
2013-05-01 00:00:00+00:00,Lisdexamfetamine_Cap 70mg,0404000U0AAAFAF,1,76.74
2013-05-01 00:00:00+00:00,Elvanse_Cap 30mg,0404000U0BCAAAB,25,1438.5
2013-05-01 00:00:00+00:00,Elvanse_Cap 50mg,0404000U0BCACAD,7,352.94
2013-05-01 00:00:00+00:00,Lisdexamfetamine_Cap 30mg,0404000U0AAABAB,13,967.45
2013-06-01 00:00:00+00:00,Lisdexamfetamine_Cap 70mg,0404000U0AAAFAF,3,230.10000000000002
2013-06-01 00:00:00+00:00,Elvanse_Cap 70mg,0404000U0BCABAF,13,792.0600000000002
2013-06-01 00:00:00+00:00,Elvanse_Cap 50mg,0404000U0BCACAD,23,1160.1699999999998
2013-06-01 00:00:00+00:00,Lisdexamfetamine_Cap 50mg,0404000U0AAADAD,10,632.67
2013-06-01 00:00:00+00:00,Elvanse_Cap 30mg,0404000U0BCAAAB,42,2340.05
2013-06-01 00:00:00+00:00,Lisdexamfetamine_Cap 30mg,0404000U0AAABAB,32,1987.7300000000007
2013-07-01 00:00:00+00:00,Elvanse_Cap 70mg,0404000U0BCABAF,21,1527.5599999999997
2013-07-01 00:00:00+00:00,Elvanse_Cap 50mg,0404000U0BCACAD,45,2706.309999999999
2013-07-01 00:00:00+00:00,Lisdexamfetamine_Cap 30mg,0404000U0AAABAB,37,2611.68
2013-07-01 00:00:00+00:00,Lisdexamfetamine_Cap 50mg,0404000U0AAADAD,18,1060.96
2013-07-01 00:00:00+00:00,Elvanse_Cap 30mg,0404000U0BCAAAB,64,3349.33
2013-07-01 00:00:00+00:00,Vyvanse_Cap 70mg,0404000U0BBAFAF,2,314.72
2013-07-01 00:00:00+00:00,Lisdexamfetamine_Cap 70mg,0404000U0AAAFAF,10,773.28
2013-08-01 00:00:00+00:00,Lisdexamfetamine_Cap 30mg,0404000U0AAABAB,45,2802.7200000000007
2013-08-01 00:00:00+00:00,Lisdexamfetamine_Cap 70mg,0404000U0AAAFAF,6,460.67999999999995
2013-08-01 00:00:00+00:00,Elvanse_Cap 30mg,0404000U0BCAAAB,78,4224.010000000002
2013-08-01 00:00:00+00:00,Elvanse_Cap 70mg,0404000U0BCABAF,26,2054.2699999999995
2013-08-01 00:00:00+00:00,Elvanse_Cap 50mg,0404000U0BCACAD,55,3100.79
2013-08-01 00:00:00+00:00,Lisdexamfetamine_Cap 50mg,0404000U0AAADAD,27,1723.9399999999991
2013-09-01 00:00:00+00:00,Elvanse_Cap 50mg,0404000U0BCACAD,71,4312.76
2013-09-01 00:00:00+00:00,Lisdexamfetamine_Cap 70mg,0404000U0AAAFAF,20,1618.7699999999995
2013-09-01 00:00:00+00:00,Elvanse_Cap 30mg,0404000U0BCAAAB,85,4897.450000000003
2013-09-01 00:00:00+00:00,Lisdexamfetamine_Cap 30mg,0404000U0AAABAB,55,3727.600000000001
2013-09-01 00:00:00+00:00,Elvanse_Cap 70mg,0404000U0BCABAF,45,3459.9699999999993
2013-09-01 00:00:00+00:00,Lisdexamfetamine_Cap 50mg,0404000U0AAADAD,29,1726.8799999999997
2013-10-01 00:00:00+00:00,Lisdexamfetamine_Cap 50mg,0404000U0AAADAD,57,3629.1600000000008
2013-10-01 00:00:00+00:00,Elvanse_Cap 30mg,0404000U0BCAAAB,130,6891.479999999998
2013-10-01 00:00:00+00:00,Lisdexamfetamine_Cap 30mg,0404000U0AAABAB,75,4456.31
2013-10-01 00:00:00+00:00,Elvanse_Cap 50mg,0404000U0BCACAD,100,6018.320000000002
2013-10-01 00:00:00+00:00,Elvanse_Cap 70mg,0404000U0BCABAF,61,4425.450000000001
2013-10-01 00:00:00+00:00,Lisdexamfetamine_Cap 70mg,0404000U0AAAFAF,27,2105.04
2013-11-01 00:00:00+00:00,Lisdexamfetamine_Cap 30mg,0404000U0AAABAB,99,6375.579999999994
2013-11-01 00:00:00+00:00,Lisdexamfetamine_Cap 70mg,0404000U0AAAFAF,36,2671.8199999999993
2013-11-01 00:00:00+00:00,Lisdexamfetamine_Cap 50mg,0404000U0AAADAD,67,4098.519999999999
2013-11-01 00:00:00+00:00,Elvanse_Cap 50mg,0404000U0BCACAD,128,8321.96
2013-11-01 00:00:00+00:00,Elvanse_Cap 30mg,0404000U0BCAAAB,166,9666.519999999993
2013-11-01 00:00:00+00:00,Elvanse_Cap 70mg,0404000U0BCABAF,59,4516.919999999998
2013-12-01 00:00:00+00:00,Elvanse_Cap 70mg,0404000U0BCABAF,65,5214.309999999999
2013-12-01 00:00:00+00:00,Lisdexamfetamine_Cap 70mg,0404000U0AAAFAF,50,4015.2
2013-12-01 00:00:00+00:00,Elvanse_Cap 30mg,0404000U0BCAAAB,180,10506.300000000005
2013-12-01 00:00:00+00:00,Lisdexamfetamine_Cap 50mg,0404000U0AAADAD,89,5856.960000000004
2013-12-01 00:00:00+00:00,Lisdexamfetamine_Cap 30mg,0404000U0AAABAB,112,6354.760000000003
2013-12-01 00:00:00+00:00,Elvanse_Cap 50mg,0404000U0BCACAD,133,9071.190000000002
2014-01-01 00:00:00+00:00,Elvanse 50mg capsules,0404000U0BCACAD,149,10029.928399999999
2014-01-01 00:00:00+00:00,Lisdexamfetamine 50mg capsules,0404000U0AAADAD,117,7751.290599999999
2014-01-01 00:00:00+00:00,Elvanse 70mg capsules,0404000U0BCABAF,64,5465.210230000001
2014-01-01 00:00:00+00:00,Lisdexamfetamine 70mg capsules,0404000U0AAAFAF,57,4553.203240000001
2014-01-01 00:00:00+00:00,Elvanse 30mg capsules,0404000U0BCAAAB,224,13444.301719999996
2014-01-01 00:00:00+00:00,Lisdexamfetamine 30mg capsules,0404000U0AAABAB,117,7394.268449999997
2014-02-01 00:00:00+00:00,Lisdexamfetamine 70mg capsules,0404000U0AAAFAF,59,4747.895640000001
2014-02-01 00:00:00+00:00,Elvanse 30mg capsules,0404000U0BCAAAB,208,11579.075829999998
2014-02-01 00:00:00+00:00,Lisdexamfetamine 50mg capsules,0404000U0AAADAD,128,8452.713709999995
2014-02-01 00:00:00+00:00,Lisdexamfetamine 30mg capsules,0404000U0AAABAB,112,6869.609810000002
2014-02-01 00:00:00+00:00,Elvanse 50mg capsules,0404000U0BCACAD,156,10532.506139999994
2014-02-01 00:00:00+00:00,Elvanse 70mg capsules,0404000U0BCABAF,66,5348.69025
2014-03-01 00:00:00+00:00,Elvanse 30mg capsules,0404000U0BCAAAB,262,15407.52343000001
2014-03-01 00:00:00+00:00,Elvanse 50mg capsules,0404000U0BCACAD,209,13669.698979999997
2014-03-01 00:00:00+00:00,Lisdexamfetamine 30mg capsules,0404000U0AAABAB,141,8781.251760000001
2014-03-01 00:00:00+00:00,Lisdexamfetamine 70mg capsules,0404000U0AAAFAF,68,5921.6196899999995
2014-03-01 00:00:00+00:00,Elvanse 70mg capsules,0404000U0BCABAF,86,7211.30098
2014-03-01 00:00:00+00:00,Lisdexamfetamine 50mg capsules,0404000U0AAADAD,145,9099.87449
2014-04-01 00:00:00+00:00,Elvanse 70mg capsules,0404000U0BCABAF,97,7815.921839999998
2014-04-01 00:00:00+00:00,Elvanse 30mg capsules,0404000U0BCAAAB,264,15401.00205000001
2014-04-01 00:00:00+00:00,Lisdexamfetamine 30mg capsules,0404000U0AAABAB,157,9537.894280000006
2014-04-01 00:00:00+00:00,Lisdexamfetamine 50mg capsules,0404000U0AAADAD,170,10694.541069999997
2014-04-01 00:00:00+00:00,Elvanse 50mg capsules,0404000U0BCACAD,188,13059.393469999995
2014-04-01 00:00:00+00:00,Lisdexamfetamine 70mg capsules,0404000U0AAAFAF,79,6254.2322399999985
2014-05-01 00:00:00+00:00,Elvanse 50mg capsules,0404000U0BCACAD,243,15960.577880000006
2014-05-01 00:00:00+00:00,Lisdexamfetamine 70mg capsules,0404000U0AAAFAF,101,8216.624119999999
2014-05-01 00:00:00+00:00,Lisdexamfetamine 30mg capsules,0404000U0AAABAB,191,12131.218049999996
2014-05-01 00:00:00+00:00,Elvanse 30mg capsules,0404000U0BCAAAB,309,17409.08133
2014-05-01 00:00:00+00:00,Lisdexamfetamine 50mg capsules,0404000U0AAADAD,191,12291.203020000006
2014-05-01 00:00:00+00:00,Elvanse 70mg capsules,0404000U0BCABAF,113,8841.881539999998
2014-06-01 00:00:00+00:00,Elvanse 70mg capsules,0404000U0BCABAF,119,9529.793750000003
2014-06-01 00:00:00+00:00,Elvanse 30mg capsules,0404000U0BCAAAB,312,17295.161210000006
2014-06-01 00:00:00+00:00,Lisdexamfetamine 70mg capsules,0404000U0AAAFAF,104,8726.7085
2014-06-01 00:00:00+00:00,Lisdexamfetamine 30mg capsules,0404000U0AAABAB,213,12711.597710000002
2014-06-01 00:00:00+00:00,Lisdexamfetamine 50mg capsules,0404000U0AAADAD,209,13580.406280000003
2014-06-01 00:00:00+00:00,Elvanse 50mg capsules,0404000U0BCACAD,260,17401.511260000007
2014-07-01 00:00:00+00:00,Elvanse 50mg capsules,0404000U0BCACAD,299,19638.37803999999
2014-07-01 00:00:00+00:00,Elvanse 70mg capsules,0404000U0BCABAF,157,12455.595909999998
2014-07-01 00:00:00+00:00,Lisdexamfetamine 50mg capsules,0404000U0AAADAD,216,13881.784449999994
2014-07-01 00:00:00+00:00,Elvanse 30mg capsules,0404000U0BCAAAB,344,19503.044590000005
2014-07-01 00:00:00+00:00,Lisdexamfetamine 30mg capsules,0404000U0AAABAB,225,14184.57465
2014-07-01 00:00:00+00:00,Lisdexamfetamine 70mg capsules,0404000U0AAAFAF,119,10321.79386
2014-08-01 00:00:00+00:00,Elvanse 70mg capsules,0404000U0BCABAF,143,11408.410549999999
2014-08-01 00:00:00+00:00,Lisdexamfetamine 70mg capsules,0404000U0AAAFAF,119,9667.670789999998
2014-08-01 00:00:00+00:00,Elvanse 50mg capsules,0404000U0BCACAD,294,19648.63864999998
2014-08-01 00:00:00+00:00,Lisdexamfetamine 50mg capsules,0404000U0AAADAD,215,13523.351479999988
2014-08-01 00:00:00+00:00,Elvanse 30mg capsules,0404000U0BCAAAB,338,19154.72263999999
2014-08-01 00:00:00+00:00,Lisdexamfetamine 30mg capsules,0404000U0AAABAB,212,12600.002149999997
2014-09-01 00:00:00+00:00,Elvanse 70mg capsules,0404000U0BCABAF,168,13781.504149999997
2014-09-01 00:00:00+00:00,Lisdexamfetamine 50mg capsules,0404000U0AAADAD,269,17276.561439999994
2014-09-01 00:00:00+00:00,Lisdexamfetamine 30mg capsules,0404000U0AAABAB,260,15536.688000000006
2014-09-01 00:00:00+00:00,Elvanse 30mg capsules,0404000U0BCAAAB,397,23166.293050000015
2014-09-01 00:00:00+00:00,Elvanse 50mg capsules,0404000U0BCACAD,355,24214.24569
2014-09-01 00:00:00+00:00,Lisdexamfetamine 70mg capsules,0404000U0AAAFAF,155,12369.264019999999
2014-10-01 00:00:00+00:00,Elvanse 70mg capsules,0404000U0BCABAF,192,15165.202370000008
2014-10-01 00:00:00+00:00,Elvanse 50mg capsules,0404000U0BCACAD,370,24456.824710000008
2014-10-01 00:00:00+00:00,Lisdexamfetamine 50mg capsules,0404000U0AAADAD,302,19081.87191000001
2014-10-01 00:00:00+00:00,Lisdexamfetamine 30mg capsules,0404000U0AAABAB,275,16026.19515
2014-10-01 00:00:00+00:00,Elvanse 30mg capsules,0404000U0BCAAAB,458,25867.87405
2014-10-01 00:00:00+00:00,Lisdexamfetamine 70mg capsules,0404000U0AAAFAF,163,12507.002370000006
2014-11-01 00:00:00+00:00,Elvanse 30mg capsules,0404000U0BCAAAB,453,26572.902800000018
2014-11-01 00:00:00+00:00,Elvanse 70mg capsules,0404000U0BCABAF,197,15233.118080000007
2014-11-01 00:00:00+00:00,Lisdexamfetamine 50mg capsules,0404000U0AAADAD,297,19321.841449999993
2014-11-01 00:00:00+00:00,Lisdexamfetamine 70mg capsules,0404000U0AAAFAF,180,13864.09625000001
2014-11-01 00:00:00+00:00,Elvanse 50mg capsules,0404000U0BCACAD,402,26594.236590000022
2014-11-01 00:00:00+00:00,Lisdexamfetamine 30mg capsules,0404000U0AAABAB,308,18206.586610000013
2014-12-01 00:00:00+00:00,Elvanse 30mg capsules,0404000U0BCAAAB,512,29838.663889999985
2014-12-01 00:00:00+00:00,Lisdexamfetamine 70mg capsules,0404000U0AAAFAF,187,15313.062879999998
2014-12-01 00:00:00+00:00,Lisdexamfetamine 50mg capsules,0404000U0AAADAD,351,22900.954860000027
2014-12-01 00:00:00+00:00,Lisdexamfetamine 30mg capsules,0404000U0AAABAB,342,20086.75379000001
2014-12-01 00:00:00+00:00,Elvanse 70mg capsules,0404000U0BCABAF,220,17676.523449999993
2014-12-01 00:00:00+00:00,Elvanse 50mg capsules,0404000U0BCACAD,462,31223.32943000004
2015-01-01 00:00:00+00:00,Elvanse 70mg capsules,0404000U0BCABAF,234,18125.756090000006
2015-01-01 00:00:00+00:00,Elvanse 30mg capsules,0404000U0BCAAAB,524,30715.41744000003
2015-01-01 00:00:00+00:00,Lisdexamfetamine 70mg capsules,0404000U0AAAFAF,201,16010.353160000004
2015-01-01 00:00:00+00:00,Lisdexamfetamine 30mg capsules,0404000U0AAABAB,336,19868.730850000018
2015-01-01 00:00:00+00:00,Elvanse 50mg capsules,0404000U0BCACAD,472,31808.20990999998
2015-01-01 00:00:00+00:00,Lisdexamfetamine 50mg capsules,0404000U0AAADAD,351,22869.855779999983
2015-02-01 00:00:00+00:00,Elvanse 50mg capsules,0404000U0BCACAD,413,28375.322259999994
2015-02-01 00:00:00+00:00,Elvanse 30mg capsules,0404000U0BCAAAB,487,27987.733319999985
2015-02-01 00:00:00+00:00,Lisdexamfetamine 50mg capsules,0404000U0AAADAD,347,22430.963529999994
2015-02-01 00:00:00+00:00,Lisdexamfetamine 30mg capsules,0404000U0AAABAB,335,20184.05548
2015-02-01 00:00:00+00:00,Elvanse 70mg capsules,0404000U0BCABAF,219,17299.579379999996
2015-02-01 00:00:00+00:00,Lisdexamfetamine 70mg capsules,0404000U0AAAFAF,202,15768.481070000002
2015-03-01 00:00:00+00:00,Elvanse 30mg capsules,0404000U0BCAAAB,606,37473.29836000003
2015-03-01 00:00:00+00:00,Lisdexamfetamine 30mg capsules,0404000U0AAABAB,396,23406.392360000013
2015-03-01 00:00:00+00:00,Lisdexamfetamine 70mg capsules,0404000U0AAAFAF,239,18993.567179999984
2015-03-01 00:00:00+00:00,Elvanse 70mg capsules,0404000U0BCABAF,254,20193.266309999985
2015-03-01 00:00:00+00:00,Lisdexamfetamine 50mg capsules,0404000U0AAADAD,398,25542.83329999999
2015-03-01 00:00:00+00:00,Elvanse 50mg capsules,0404000U0BCACAD,511,34949.7432
2015-04-01 00:00:00+00:00,Lisdexamfetamine 70mg capsules,0404000U0AAAFAF,253,19627.37825999999
2015-04-01 00:00:00+00:00,Elvanse 30mg capsules,0404000U0BCAAAB,602,36320.995040000016
2015-04-01 00:00:00+00:00,Lisdexamfetamine 30mg capsules,0404000U0AAABAB,374,22502.780100000007
2015-04-01 00:00:00+00:00,Elvanse 50mg capsules,0404000U0BCACAD,508,33525.59799999999
2015-04-01 00:00:00+00:00,Elvanse 70mg capsules,0404000U0BCABAF,255,20124.624749999995
2015-04-01 00:00:00+00:00,Lisdexamfetamine 50mg capsules,0404000U0AAADAD,409,26318.186010000005
2015-05-01 00:00:00+00:00,Elvanse 30mg capsules,0404000U0BCAAAB,638,37106.64622000005
2015-05-01 00:00:00+00:00,Elvanse 50mg capsules,0404000U0BCACAD,534,36188.79982999999
2015-05-01 00:00:00+00:00,Elvanse 70mg capsules,0404000U0BCABAF,259,20514.843110000005
2015-05-01 00:00:00+00:00,Lisdexamfetamine 30mg capsules,0404000U0AAABAB,393,24145.89768999999
2015-05-01 00:00:00+00:00,Lisdexamfetamine 50mg capsules,0404000U0AAADAD,430,28158.30039999999
2015-05-01 00:00:00+00:00,Lisdexamfetamine 70mg capsules,0404000U0AAAFAF,261,20073.38989
2015-06-01 00:00:00+00:00,Elvanse 50mg capsules,0404000U0BCACAD,619,41039.14398999997
2015-06-01 00:00:00+00:00,Lisdexamfetamine 50mg capsules,0404000U0AAADAD,476,31463.76351999998
2015-06-01 00:00:00+00:00,Lisdexamfetamine 70mg capsules,0404000U0AAAFAF,286,22711.375380000005
2015-06-01 00:00:00+00:00,Elvanse 70mg capsules,0404000U0BCABAF,305,24633.52114
2015-06-01 00:00:00+00:00,Lisdexamfetamine 30mg capsules,0404000U0AAABAB,407,24458.480250000004
2015-06-01 00:00:00+00:00,Elvanse 30mg capsules,0404000U0BCAAAB,724,43285.563780000004
2015-07-01 00:00:00+00:00,Lisdexamfetamine 30mg capsules,0404000U0AAABAB,470,28575.447960000005
2015-07-01 00:00:00+00:00,Lisdexamfetamine 50mg capsules,0404000U0AAADAD,477,31516.173429999944
2015-07-01 00:00:00+00:00,Elvanse 70mg capsules,0404000U0BCABAF,337,26192.339710000022
2015-07-01 00:00:00+00:00,Elvanse Adult 30mg capsules,0404000U0BDAAAB,1,107.68712
2015-07-01 00:00:00+00:00,Elvanse Adult 50mg capsules,0404000U0BDABAD,1,63.4266
2015-07-01 00:00:00+00:00,Elvanse 30mg capsules,0404000U0BCAAAB,714,42642.69903000002
2015-07-01 00:00:00+00:00,Elvanse 50mg capsules,0404000U0BCACAD,631,42217.374189999944
2015-07-01 00:00:00+00:00,Elvanse Adult 70mg capsules,0404000U0BDACAF,2,153.77188
2015-07-01 00:00:00+00:00,Lisdexamfetamine 70mg capsules,0404000U0AAAFAF,324,25427.513460000027
2015-08-01 00:00:00+00:00,Elvanse 50mg capsules,0404000U0BCACAD,554,37462.541270000045
2015-08-01 00:00:00+00:00,Lisdexamfetamine 70mg capsules,0404000U0AAAFAF,280,22284.156569999963
2015-08-01 00:00:00+00:00,Lisdexamfetamine 50mg capsules,0404000U0AAADAD,453,28957.78844000004
2015-08-01 00:00:00+00:00,Lisdexamfetamine 30mg capsules,0404000U0AAABAB,365,22252.748549999986
2015-08-01 00:00:00+00:00,Elvanse Adult 50mg capsules,0404000U0BDABAD,2,95.31533
2015-08-01 00:00:00+00:00,Elvanse 70mg capsules,0404000U0BCABAF,280,22613.32285999997
2015-08-01 00:00:00+00:00,Elvanse Adult 30mg capsules,0404000U0BDAAAB,2,111.74075
2015-08-01 00:00:00+00:00,Elvanse 30mg capsules,0404000U0BCAAAB,603,35391.39848999994
2015-09-01 00:00:00+00:00,Lisdexamfetamine 50mg capsules,0404000U0AAADAD,509,32890.335309999966
2015-09-01 00:00:00+00:00,Lisdexamfetamine 30mg capsules,0404000U0AAABAB,482,29277.827320000022
2015-09-01 00:00:00+00:00,Elvanse 70mg capsules,0404000U0BCABAF,336,26283.838739999996
2015-09-01 00:00:00+00:00,Elvanse 50mg capsules,0404000U0BCACAD,634,42948.72687999996
2015-09-01 00:00:00+00:00,Lisdexamfetamine 70mg capsules,0404000U0AAAFAF,332,27079.079599999997
2015-09-01 00:00:00+00:00,Elvanse Adult 50mg capsules,0404000U0BDABAD,3,158.69528
2015-09-01 00:00:00+00:00,Elvanse 30mg capsules,0404000U0BCAAAB,751,45829.65815000003
2015-09-01 00:00:00+00:00,Elvanse Adult 30mg capsules,0404000U0BDAAAB,7,286.81928000000005
2015-10-01 00:00:00+00:00,Elvanse 50mg capsules,0404000U0BCACAD,737,49373.8398800001
2015-10-01 00:00:00+00:00,Lisdexamfetamine 70mg capsules,0404000U0AAAFAF,358,27321.189330000016
2015-10-01 00:00:00+00:00,Elvanse 70mg capsules,0404000U0BCABAF,358,27825.423260000018
2015-10-01 00:00:00+00:00,Lisdexamfetamine 50mg capsules,0404000U0AAADAD,561,35437.417230000065
2015-10-01 00:00:00+00:00,Elvanse Adult 30mg capsules,0404000U0BDAAAB,11,584.36631
2015-10-01 00:00:00+00:00,Elvanse 30mg capsules,0404000U0BCAAAB,727,43250.34070999995
2015-10-01 00:00:00+00:00,Elvanse Adult 70mg capsules,0404000U0BDACAF,2,153.64298
2015-10-01 00:00:00+00:00,Lisdexamfetamine 30mg capsules,0404000U0AAABAB,529,31945.957799999982
2015-10-01 00:00:00+00:00,Elvanse Adult 50mg capsules,0404000U0BDABAD,3,142.69954
2015-11-01 00:00:00+00:00,Lisdexamfetamine 70mg capsules,0404000U0AAAFAF,354,27934.711249999982
2015-11-01 00:00:00+00:00,Elvanse Adult 50mg capsules,0404000U0BDABAD,7,570.93988
